advertisers_company_name,api_text,clicks,impressions
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,1
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,4594
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,9431
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,7773
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,12264
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",37,20775
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",21,11553
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",32,11971
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",16,7284
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,375
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,5863
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,2667
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,2421
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,2
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,15593
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,30239
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,46939
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,22615
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,199308
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,223697
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,265200
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,185104
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",13,770
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,160458
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,153314
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",415,111305
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",14,849
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,4
Stainmaster,"Add warmth to any room this winter with STAINMASTER® carpet. Follow us today for carpet solutions to add comfort to your home.",0,0
Stainmaster,"Do your feet a favor this winter and cover your home in STAINMASTER® carpet. To learn more, follow us today!",0,0
Stainmaster,"Follow STAINMASTER® and see why carpet is the perfect solution to keep your home warm and cozy this winter.",0,0
Stainmaster,"Does your pet like doing pet things? #UnShameYourPet with PetProtect™ carpet and follow STAINMASTER® today!",0,0
Stainmaster,"#UnShameYourPet with PetProtect™, the carpet system designed for pet owners. Follow STAINMASTER® today to learn more!",0,0
Stainmaster,"High traffic, children and pets?  STAINMASTER® Active Family™ carpet is easy to clean. Follow us today!",0,0
Stainmaster,"Follow STAINMASTER® today and worry less about your pet's mess with PetProtect™ carpet.",0,0
Stainmaster,"Follow STAINMASTER® today and begin unshaming your pet with STAINMASTER® PetProtect™ carpet. ",0,0
Stainmaster,"Follow us today and worry less about pet stains with our PetProtect™ carpet and cushion system.",0,0
Stainmaster,"Follow us and learn how the PetProtect™ carpet and cushion system resists pet stains and helps reduce pet odor.",0,0
Stainmaster,"Follow STAINMASTER® today and learn why carpet is the best flooring solution for your home.",0,0
Stainmaster,"Easy to maintain and withstands high traffic. Follow STAINMASTER® today if this is your ideal kind of carpet.",0,0
Stainmaster,"Follow STAINMASTER® if you plan on remodeling your floors. We have the perfect carpet solution for your home.",0,0
Stainmaster,"Follow STAINMASTER® today and find the perfect carpet solution for your home.",0,0
Stainmaster,"Whether you need carpet that is durable or soft, STAINMASTER® carpet has you covered. Follow us to learn more!",0,0
Stainmaster,"STAINMASTER® carpet stands up to high traffic. Follow us for the perfect carpeting solutions for an active household.",0,0
Stainmaster,"Carpet can make any room feel more comfortable. Follow STAINMASTER® today!",0,0
Stainmaster,"Whether you need carpet that is durable or soft, STAINMASTER® carpet has you covered. Follow us today!",0,0
Stainmaster,"Every home's comfort needs are unique. Not to worry, we have carpet for every lifestyle. Follow us today!",0,0
Stainmaster,"STAINMASTER® carpet is perfect for every lifestyle. Follow us today!",0,0
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,173
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,367
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,556
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,149
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,225
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,44
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",2,31
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,52
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,48
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,19
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,58
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,15
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",9,1109
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,351
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,569
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,2
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,162
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",2,241
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,657
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",3,359
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,205
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,152
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,137
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,108
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,31
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,17
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,53
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,48
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",6,2434
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,231
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,324
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",2,62
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,188
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,287
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,364
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,161
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,126
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,393
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,45
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,41
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,9
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",0,23
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",7,744
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",3,321
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",6,2573
Stainmaster,"Can't catch them in the act? #UnShameYourPet with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/39JdDsBdG4",1,670
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",15,15931
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",3,3169
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",3,2881
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,1383
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",5,7299
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",8,6413
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,1079
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,3
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,1
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",4,14560
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",2,3075
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",4,1984
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,742
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",1,2222
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",4,10479
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",1,2067
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,1
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,2
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,9
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",67,42835
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",105,49693
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",146,60530
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",169,67118
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",271,73608
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",242,63125
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",116,43883
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",0,91
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",0,2
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",0,6
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",0,1
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",11,17342
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",5,3895
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",2,3513
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",4,2663
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",1,4012
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",3,4293
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,4
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",13,15018
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",2,4547
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",4,4626
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",2,5333
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",1,4520
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",2,4004
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,3
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",65,39889
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",86,45274
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",101,46755
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",104,59577
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",146,72625
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",55,17506
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",0,35
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",5,6269
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",5,3051
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",2,1598
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",2,970
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",2,1252
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",3,6208
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",2,1978
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,17
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,88
"The Academy Awards of Arts and Sciences","Oh Yeah! Karen O will, for the first time, perform the “The Moon Song” for a global tv audience on the #Oscars http://t.co/U0ZHm0CPKc",0,49
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",3,5814
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,1052
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",1,1806
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,590
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",1,620
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,2927
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,1475
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,4
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,5
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,7
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,50
"The Academy Awards of Arts and Sciences","U2 to perform their Oscar-nominated song, “Ordinary Love”, live for the first time ever at the Oscars on March 2nd  http://t.co/LNf7aCpE9Y",0,27
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",119,52953
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",97,49845
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",120,50425
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",167,59779
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",215,86191
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",177,82053
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",111,36634
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",1,133
"The Academy Awards of Arts and Sciences","Idina Menzel will, for the 1st time, perform the Oscar-nominated song “Let it Go” for a global audience at the Oscars http://t.co/HTFcNCs5mU",0,29
